symbol,min_spread,phi,open_mult,rho,zeta,theta_kappa,classifier_threshold,train_sharpe,test_sharpe,test_pnl,total_pnl,avg_daily_pnl,profitable_days,test_days,pnl_std
HINDALCO26JUNFUT,0.1,0.001,2.0,0.3,1.0,1.0,0.6,-2.4995,4.4925,-3584.64,-470.96,-94.19,3,4,42202.64
HINDALCO26JUNFUT,0.1,0.001,2.0,0.3,1.0,1.5,0.4,-2.1703,1.9875,-117949.33,-60824.62,-12164.92,2,4,75609.29
HINDALCO26JUNFUT,0.1,0.001,2.0,0.3,1.0,1.5,0.5,-2.1917,1.9225,-119967.74,-63152.04,-12630.41,2,4,74830.78
HINDALCO26JUNFUT,0.1,0.001,2.0,0.3,1.0,1.5,0.6,-1.772,1.9525,-104048.94,-46389.37,-9277.87,2,4,75495.31
HINDALCO26JUNFUT,0.1,0.001,2.0,0.3,1.0,2.0,0.4,-0.4969,4.515,-50690.08,-14411.98,-2882.4,2,4,67954.12
HINDALCO26JUNFUT,0.1,0.001,2.0,0.3,1.0,2.0,0.5,-0.6897,4.4575,-52377.12,-17354.12,-3470.82,2,4,68203.53
HINDALCO26JUNFUT,0.1,0.001,2.0,0.3,1.0,2.0,0.6,0.2219,4.69,-35104.77,1278.36,255.67,2,4,63117.07
HINDALCO26JUNFUT,0.1,0.001,2.0,0.5,0.3,1.0,0.4,-2.9158,4.435,-10651.23,-7480.04,-1496.01,3,4,39488.39
HINDALCO26JUNFUT,0.1,0.001,2.0,0.5,0.3,1.0,0.5,-2.8512,4.5425,-9261.8,-6155.14,-1231.03,3,4,39486.95
HINDALCO26JUNFUT,0.1,0.001,2.0,0.5,0.3,1.0,0.6,-2.4995,4.4925,-3584.64,-470.96,-94.19,3,4,42202.64
HINDALCO26JUNFUT,0.1,0.001,2.0,0.5,0.3,1.5,0.4,-1.9041,1.9575,-120390.21,-58369.33,-11673.87,2,4,76601.85
HINDALCO26JUNFUT,0.1,0.001,2.0,0.5,0.3,1.5,0.5,-2.1922,1.8925,-122401.62,-65578.92,-13115.78,2,4,74897.36
HINDALCO26JUNFUT,0.1,0.001,2.0,0.5,0.3,1.5,0.6,-1.7872,1.95,-104083.92,-46687.36,-9337.47,2,4,75444.33
HINDALCO26JUNFUT,0.1,0.001,2.0,0.5,0.3,2.0,0.4,-0.0633,4.4475,-55186.19,-12201.7,-2440.34,2,4,69234.92
HINDALCO26JUNFUT,0.1,0.001,2.0,0.5,0.3,2.0,0.5,-0.6875,4.4425,-53503.77,-18452.75,-3690.55,2,4,68301.88
HINDALCO26JUNFUT,0.1,0.001,2.0,0.5,0.3,2.0,0.6,0.2238,4.69,-35090.76,1313.36,262.67,2,4,63121.27
HINDALCO26JUNFUT,0.1,0.001,2.0,0.5,0.5,1.0,0.4,-2.9154,4.435,-10644.24,-7473.05,-1494.61,3,4,39486.43
HINDALCO26JUNFUT,0.1,0.001,2.0,0.5,0.5,1.0,0.5,-2.8512,4.5425,-9261.8,-6155.14,-1231.03,3,4,39486.95
HINDALCO26JUNFUT,0.1,0.001,2.0,0.5,0.5,1.0,0.6,-2.4995,4.4925,-3584.64,-470.96,-94.19,3,4,42202.64
HINDALCO26JUNFUT,0.1,0.001,2.0,0.5,0.5,1.5,0.4,-2.0111,1.96,-120362.23,-60331.18,-12066.24,2,4,76217.12
HINDALCO26JUNFUT,0.1,0.001,2.0,0.5,0.5,1.5,0.5,-2.1922,1.8925,-122373.64,-65557.94,-13111.59,2,4,74894.95
HINDALCO26JUNFUT,0.1,0.001,2.0,0.5,0.5,1.5,0.6,-1.7726,1.95,-104083.92,-46424.35,-9284.87,2,4,75490.92
HINDALCO26JUNFUT,0.1,0.001,2.0,0.5,0.5,2.0,0.4,-0.5397,4.4675,-53760.78,-17475.67,-3495.13,2,4,68274.36
HINDALCO26JUNFUT,0.1,0.001,2.0,0.5,0.5,2.0,0.5,-0.6896,4.4575,-52375.95,-17345.93,-3469.19,2,4,68205.9
HINDALCO26JUNFUT,0.1,0.001,2.0,0.5,0.5,2.0,0.6,0.2225,4.69,-35104.77,1285.36,257.07,2,4,63117.88
HINDALCO26JUNFUT,0.1,0.001,2.0,0.5,1.0,1.0,0.4,-2.915,4.435,-10637.24,-7466.05,-1493.21,3,4,39484.46
HINDALCO26JUNFUT,0.1,0.001,2.0,0.5,1.0,1.0,0.5,-2.8512,4.5425,-9261.8,-6155.14,-1231.03,3,4,39486.95
HINDALCO26JUNFUT,0.1,0.001,2.0,0.5,1.0,1.0,0.6,-2.4995,4.4925,-3584.64,-470.96,-94.19,3,4,42202.64
HINDALCO26JUNFUT,0.1,0.001,2.0,0.5,1.0,1.5,0.4,-2.1703,1.9875,-117949.33,-60824.62,-12164.92,2,4,75609.29
HINDALCO26JUNFUT,0.1,0.001,2.0,0.5,1.0,1.5,0.5,-2.1917,1.9225,-119967.74,-63152.04,-12630.41,2,4,74830.78
HINDALCO26JUNFUT,0.1,0.001,2.0,0.5,1.0,1.5,0.6,-1.772,1.9525,-104048.94,-46389.37,-9277.87,2,4,75495.31
HINDALCO26JUNFUT,0.1,0.001,2.0,0.5,1.0,2.0,0.4,-0.4969,4.515,-50690.08,-14411.98,-2882.4,2,4,67954.12
HINDALCO26JUNFUT,0.1,0.001,2.0,0.5,1.0,2.0,0.5,-0.6892,4.4575,-52377.12,-17347.12,-3469.42,2,4,68204.32
HINDALCO26JUNFUT,0.1,0.001,2.0,0.5,1.0,2.0,0.6,0.2225,4.69,-35104.77,1285.35,257.07,2,4,63117.87
HEROMOTOCO26JUNFUT,0.1,0.001,2.0,0.2,0.3,1.0,0.4,-15.6973,2.785,-311086.73,-327216.6,-65443.32,1,4,64733.95
HEROMOTOCO26JUNFUT,0.1,0.001,2.0,0.2,0.3,1.0,0.5,-15.6973,2.785,-311083.73,-327213.6,-65442.72,1,4,64733.21
HEROMOTOCO26JUNFUT,0.1,0.001,2.0,0.2,0.3,1.0,0.6,-15.597,2.67,-313723.64,-328992.16,-65798.43,1,4,64779.36
HEROMOTOCO26JUNFUT,0.1,0.001,2.0,0.2,0.3,1.5,0.4,-14.7465,3.15,-283318.44,-294313.25,-58862.65,1,4,67021.16
HEROMOTOCO26JUNFUT,0.1,0.001,2.0,0.2,0.3,1.5,0.5,-14.7465,3.15,-283318.44,-294313.25,-58862.65,1,4,67021.16
HEROMOTOCO26JUNFUT,0.1,0.001,2.0,0.2,0.3,1.5,0.6,-14.7465,3.15,-283310.94,-294305.75,-58861.15,1,4,67022.04
HEROMOTOCO26JUNFUT,0.1,0.001,2.0,0.2,0.3,2.0,0.4,-14.8611,3.22,-279890.48,-291971.62,-58394.32,1,4,67980.25
HEROMOTOCO26JUNFUT,0.1,0.001,2.0,0.2,0.3,2.0,0.5,-14.8611,3.22,-279890.48,-291971.62,-58394.32,1,4,67980.25
HEROMOTOCO26JUNFUT,0.1,0.001,2.0,0.2,0.3,2.0,0.6,-14.8611,3.22,-279890.48,-291971.62,-58394.32,1,4,67980.25
HEROMOTOCO26JUNFUT,0.1,0.001,2.0,0.2,0.5,1.0,0.4,-15.6973,2.785,-311088.23,-327218.1,-65443.62,1,4,64734.29
HEROMOTOCO26JUNFUT,0.1,0.001,2.0,0.2,0.5,1.0,0.5,-15.6973,2.785,-311085.23,-327215.1,-65443.02,1,4,64733.55
HEROMOTOCO26JUNFUT,0.1,0.001,2.0,0.2,0.5,1.0,0.6,-15.597,2.67,-313723.64,-328992.16,-65798.43,1,4,64779.36
HEROMOTOCO26JUNFUT,0.1,0.001,2.0,0.2,0.5,1.5,0.4,-14.7465,3.15,-283319.95,-294314.75,-58862.95,1,4,67020.99
HEROMOTOCO26JUNFUT,0.1,0.001,2.0,0.2,0.5,1.5,0.5,-14.7465,3.15,-283319.95,-294314.75,-58862.95,1,4,67020.99
HEROMOTOCO26JUNFUT,0.1,0.001,2.0,0.2,0.5,1.5,0.6,-14.7465,3.15,-283310.94,-294305.75,-58861.15,1,4,67022.04
HEROMOTOCO26JUNFUT,0.1,0.001,2.0,0.2,0.5,2.0,0.4,-14.8611,3.22,-279890.48,-291971.62,-58394.32,1,4,67980.25
HEROMOTOCO26JUNFUT,0.1,0.001,2.0,0.2,0.5,2.0,0.5,-14.8611,3.22,-279890.48,-291971.62,-58394.32,1,4,67980.25
HEROMOTOCO26JUNFUT,0.1,0.001,2.0,0.2,0.5,2.0,0.6,-14.8611,3.22,-279890.48,-291971.62,-58394.32,1,4,67980.25
HEROMOTOCO26JUNFUT,0.1,0.001,2.0,0.2,1.0,1.0,0.4,-15.6973,2.785,-311091.23,-327221.1,-65444.22,1,4,64734.51
HEROMOTOCO26JUNFUT,0.1,0.001,2.0,0.2,1.0,1.0,0.5,-15.6973,2.785,-311088.23,-327218.1,-65443.62,1,4,64733.77
HEROMOTOCO26JUNFUT,0.1,0.001,2.0,0.2,1.0,1.0,0.6,-15.597,2.67,-313723.64,-328992.16,-65798.43,1,4,64779.36
HEROMOTOCO26JUNFUT,0.1,0.001,2.0,0.2,1.0,1.5,0.4,-14.7465,3.15,-283319.95,-294314.75,-58862.95,1,4,67020.99
HEROMOTOCO26JUNFUT,0.1,0.001,2.0,0.2,1.0,1.5,0.5,-14.7465,3.15,-283319.95,-294314.75,-58862.95,1,4,67020.99
HEROMOTOCO26JUNFUT,0.1,0.001,2.0,0.2,1.0,1.5,0.6,-14.7465,3.15,-283310.94,-294305.75,-58861.15,1,4,67022.04
HEROMOTOCO26JUNFUT,0.1,0.001,2.0,0.2,1.0,2.0,0.4,-14.8611,3.22,-279890.48,-291971.62,-58394.32,1,4,67980.25
HEROMOTOCO26JUNFUT,0.1,0.001,2.0,0.2,1.0,2.0,0.5,-14.8611,3.22,-279890.48,-291971.62,-58394.32,1,4,67980.25
HEROMOTOCO26JUNFUT,0.1,0.001,2.0,0.2,1.0,2.0,0.6,-14.8611,3.22,-279890.48,-291971.62,-58394.32,1,4,67980.25
HEROMOTOCO26JUNFUT,0.1,0.001,2.0,0.3,0.3,1.0,0.4,-15.6973,2.785,-311086.73,-327216.6,-65443.32,1,4,64733.95
HEROMOTOCO26JUNFUT,0.1,0.001,2.0,0.3,0.3,1.0,0.5,-15.6973,2.785,-311083.73,-327213.6,-65442.72,1,4,64733.21
HEROMOTOCO26JUNFUT,0.1,0.001,2.0,0.3,0.3,1.0,0.6,-15.597,2.67,-313723.64,-328992.16,-65798.43,1,4,64779.36
HEROMOTOCO26JUNFUT,0.1,0.001,2.0,0.3,0.3,1.5,0.4,-14.7465,3.15,-283318.44,-294313.25,-58862.65,1,4,67021.16
HEROMOTOCO26JUNFUT,0.1,0.001,2.0,0.3,0.3,1.5,0.5,-14.7465,3.15,-283318.44,-294313.25,-58862.65,1,4,67021.16
HEROMOTOCO26JUNFUT,0.1,0.001,2.0,0.3,0.3,1.5,0.6,-14.7465,3.15,-283310.94,-294305.75,-58861.15,1,4,67022.04
HEROMOTOCO26JUNFUT,0.1,0.001,2.0,0.3,0.3,2.0,0.4,-14.8611,3.22,-279890.48,-291971.62,-58394.32,1,4,67980.25
HEROMOTOCO26JUNFUT,0.1,0.001,2.0,0.3,0.3,2.0,0.5,-14.8611,3.22,-279890.48,-291971.62,-58394.32,1,4,67980.25
HEROMOTOCO26JUNFUT,0.1,0.001,2.0,0.3,0.3,2.0,0.6,-14.8611,3.22,-279890.48,-291971.62,-58394.32,1,4,67980.25
HEROMOTOCO26JUNFUT,0.1,0.001,2.0,0.3,0.5,1.0,0.4,-15.6973,2.785,-311088.23,-327218.1,-65443.62,1,4,64734.29
HEROMOTOCO26JUNFUT,0.1,0.001,2.0,0.3,0.5,1.0,0.5,-15.6973,2.785,-311085.23,-327215.1,-65443.02,1,4,64733.55
HEROMOTOCO26JUNFUT,0.1,0.001,2.0,0.3,0.5,1.0,0.6,-15.597,2.67,-313723.64,-328992.16,-65798.43,1,4,64779.36
HEROMOTOCO26JUNFUT,0.1,0.001,2.0,0.3,0.5,1.5,0.4,-14.7465,3.15,-283319.95,-294314.75,-58862.95,1,4,67020.99
HEROMOTOCO26JUNFUT,0.1,0.001,2.0,0.3,0.5,1.5,0.5,-14.7465,3.15,-283319.95,-294314.75,-58862.95,1,4,67020.99
HEROMOTOCO26JUNFUT,0.1,0.001,2.0,0.3,0.5,1.5,0.6,-14.7465,3.15,-283310.94,-294305.75,-58861.15,1,4,67022.04
HEROMOTOCO26JUNFUT,0.1,0.001,2.0,0.3,0.5,2.0,0.4,-14.8611,3.22,-279890.48,-291971.62,-58394.32,1,4,67980.25
HEROMOTOCO26JUNFUT,0.1,0.001,2.0,0.3,0.5,2.0,0.5,-14.8611,3.22,-279890.48,-291971.62,-58394.32,1,4,67980.25
HEROMOTOCO26JUNFUT,0.1,0.001,2.0,0.3,0.5,2.0,0.6,-14.8611,3.22,-279890.48,-291971.62,-58394.32,1,4,67980.25
HEROMOTOCO26JUNFUT,0.1,0.001,2.0,0.3,1.0,1.0,0.4,-15.6973,2.785,-311091.23,-327221.1,-65444.22,1,4,64734.51
HEROMOTOCO26JUNFUT,0.1,0.001,2.0,0.3,1.0,1.0,0.5,-15.6973,2.785,-311088.23,-327218.1,-65443.62,1,4,64733.77
HEROMOTOCO26JUNFUT,0.1,0.001,2.0,0.3,1.0,1.0,0.6,-15.597,2.67,-313723.64,-328992.16,-65798.43,1,4,64779.36
HEROMOTOCO26JUNFUT,0.1,0.001,2.0,0.3,1.0,1.5,0.4,-14.7465,3.15,-283319.95,-294314.75,-58862.95,1,4,67020.99
HEROMOTOCO26JUNFUT,0.1,0.001,2.0,0.3,1.0,1.5,0.5,-14.7465,3.15,-283319.95,-294314.75,-58862.95,1,4,67020.99
HEROMOTOCO26JUNFUT,0.1,0.001,2.0,0.3,1.0,1.5,0.6,-14.7465,3.15,-283310.94,-294305.75,-58861.15,1,4,67022.04
HEROMOTOCO26JUNFUT,0.1,0.001,2.0,0.3,1.0,2.0,0.4,-14.8611,3.22,-279890.48,-291971.62,-58394.32,1,4,67980.25
HEROMOTOCO26JUNFUT,0.1,0.001,2.0,0.3,1.0,2.0,0.5,-14.8611,3.22,-279890.48,-291971.62,-58394.32,1,4,67980.25
HEROMOTOCO26JUNFUT,0.1,0.001,2.0,0.3,1.0,2.0,0.6,-14.8611,3.22,-279890.48,-291971.62,-58394.32,1,4,67980.25
HEROMOTOCO26JUNFUT,0.1,0.001,2.0,0.5,0.3,1.0,0.4,-15.6973,2.785,-311086.73,-327216.6,-65443.32,1,4,64733.95
HEROMOTOCO26JUNFUT,0.1,0.001,2.0,0.5,0.3,1.0,0.5,-15.6973,2.785,-311083.73,-327213.6,-65442.72,1,4,64733.21
HEROMOTOCO26JUNFUT,0.1,0.001,2.0,0.5,0.3,1.0,0.6,-15.597,2.67,-313723.64,-328992.16,-65798.43,1,4,64779.36
HEROMOTOCO26JUNFUT,0.1,0.001,2.0,0.5,0.3,1.5,0.4,-14.7465,3.15,-283318.44,-294313.25,-58862.65,1,4,67021.16
HEROMOTOCO26JUNFUT,0.1,0.001,2.0,0.5,0.3,1.5,0.5,-14.7465,3.15,-283318.44,-294313.25,-58862.65,1,4,67021.16
HEROMOTOCO26JUNFUT,0.1,0.001,2.0,0.5,0.3,1.5,0.6,-14.7465,3.15,-283310.94,-294305.75,-58861.15,1,4,67022.04
HEROMOTOCO26JUNFUT,0.1,0.001,2.0,0.5,0.3,2.0,0.4,-14.8611,3.22,-279890.48,-291971.62,-58394.32,1,4,67980.25
HEROMOTOCO26JUNFUT,0.1,0.001,2.0,0.5,0.3,2.0,0.5,-14.8611,3.22,-279890.48,-291971.62,-58394.32,1,4,67980.25
HEROMOTOCO26JUNFUT,0.1,0.001,2.0,0.5,0.3,2.0,0.6,-14.8611,3.22,-279890.48,-291971.62,-58394.32,1,4,67980.25
HEROMOTOCO26JUNFUT,0.1,0.001,2.0,0.5,0.5,1.0,0.4,-15.6973,2.785,-311088.23,-327218.1,-65443.62,1,4,64734.29
HEROMOTOCO26JUNFUT,0.1,0.001,2.0,0.5,0.5,1.0,0.5,-15.6973,2.785,-311085.23,-327215.1,-65443.02,1,4,64733.55
HEROMOTOCO26JUNFUT,0.1,0.001,2.0,0.5,0.5,1.0,0.6,-15.597,2.67,-313723.64,-328992.16,-65798.43,1,4,64779.36
HEROMOTOCO26JUNFUT,0.1,0.001,2.0,0.5,0.5,1.5,0.4,-14.7465,3.15,-283319.95,-294314.75,-58862.95,1,4,67020.99
HEROMOTOCO26JUNFUT,0.1,0.001,2.0,0.5,0.5,1.5,0.5,-14.7465,3.15,-283319.95,-294314.75,-58862.95,1,4,67020.99
HEROMOTOCO26JUNFUT,0.1,0.001,2.0,0.5,0.5,1.5,0.6,-14.7465,3.15,-283310.94,-294305.75,-58861.15,1,4,67022.04
HEROMOTOCO26JUNFUT,0.1,0.001,2.0,0.5,0.5,2.0,0.4,-14.8611,3.22,-279890.48,-291971.62,-58394.32,1,4,67980.25
HEROMOTOCO26JUNFUT,0.1,0.001,2.0,0.5,0.5,2.0,0.5,-14.8611,3.22,-279890.48,-291971.62,-58394.32,1,4,67980.25
HEROMOTOCO26JUNFUT,0.1,0.001,2.0,0.5,0.5,2.0,0.6,-14.8611,3.22,-279890.48,-291971.62,-58394.32,1,4,67980.25
HEROMOTOCO26JUNFUT,0.1,0.001,2.0,0.5,1.0,1.0,0.4,-15.6973,2.785,-311091.23,-327221.1,-65444.22,1,4,64734.51
HEROMOTOCO26JUNFUT,0.1,0.001,2.0,0.5,1.0,1.0,0.5,-15.6973,2.785,-311088.23,-327218.1,-65443.62,1,4,64733.77
HEROMOTOCO26JUNFUT,0.1,0.001,2.0,0.5,1.0,1.0,0.6,-15.597,2.67,-313723.64,-328992.16,-65798.43,1,4,64779.36
HEROMOTOCO26JUNFUT,0.1,0.001,2.0,0.5,1.0,1.5,0.4,-14.7465,3.15,-283319.95,-294314.75,-58862.95,1,4,67020.99
HEROMOTOCO26JUNFUT,0.1,0.001,2.0,0.5,1.0,1.5,0.5,-14.7465,3.15,-283319.95,-294314.75,-58862.95,1,4,67020.99
HEROMOTOCO26JUNFUT,0.1,0.001,2.0,0.5,1.0,1.5,0.6,-14.7465,3.15,-283310.94,-294305.75,-58861.15,1,4,67022.04
HEROMOTOCO26JUNFUT,0.1,0.001,2.0,0.5,1.0,2.0,0.4,-14.8611,3.22,-279890.48,-291971.62,-58394.32,1,4,67980.25
HEROMOTOCO26JUNFUT,0.1,0.001,2.0,0.5,1.0,2.0,0.5,-14.8611,3.22,-279890.48,-291971.62,-58394.32,1,4,67980.25
HEROMOTOCO26JUNFUT,0.1,0.001,2.0,0.5,1.0,2.0,0.6,-14.8611,3.22,-279890.48,-291971.62,-58394.32,1,4,67980.25
HCLTECH26JUNFUT,0.1,0.001,2.0,0.2,0.3,1.0,0.4,1.4306,0.8175,-802.18,-3771.64,-754.33,2,4,32690.75
HCLTECH26JUNFUT,0.1,0.001,2.0,0.2,0.3,1.0,0.5,2.3976,1.29,6792.5,4362.45,872.49,2,4,31918.55
HCLTECH26JUNFUT,0.1,0.001,2.0,0.2,0.3,1.0,0.6,5.3574,1.315,1514.13,884.03,176.81,2,4,33896.96
HCLTECH26JUNFUT,0.1,0.001,2.0,0.2,0.3,1.5,0.4,-1.5325,6.275,-9604.4,-6056.23,-1211.25,3,4,40530.49
HCLTECH26JUNFUT,0.1,0.001,2.0,0.2,0.3,1.5,0.5,-2.4761,5.8225,-23406.53,-20917.96,-4183.59,3,4,38363.11
HCLTECH26JUNFUT,0.1,0.001,2.0,0.2,0.3,1.5,0.6,-3.4035,5.4425,-27388.14,-25006.3,-5001.26,3,4,38193.1
HCLTECH26JUNFUT,0.1,0.001,2.0,0.2,0.3,2.0,0.4,-13.4758,6.61,-40639.53,-48351.16,-9670.23,2,4,28776.76
HCLTECH26JUNFUT,0.1,0.001,2.0,0.2,0.3,2.0,0.5,-13.077,6.7375,-27873.42,-35525.07,-7105.01,2,4,30580.88
HCLTECH26JUNFUT,0.1,0.001,2.0,0.2,0.3,2.0,0.6,-21.5418,6.8725,-19044.52,-28290.92,-5658.18,2,4,31699.51
HCLTECH26JUNFUT,0.1,0.001,2.0,0.2,0.5,1.0,0.4,1.4032,0.7975,-4621.95,-7595.41,-1519.08,2,4,31487.87
HCLTECH26JUNFUT,0.1,0.001,2.0,0.2,0.5,1.0,0.5,2.3975,1.2875,6776.5,4346.45,869.29,2,4,31920.84
HCLTECH26JUNFUT,0.1,0.001,2.0,0.2,0.5,1.0,0.6,5.3574,1.315,1506.12,876.03,175.21,2,4,33896.95
HCLTECH26JUNFUT,0.1,0.001,2.0,0.2,0.5,1.5,0.4,-1.8124,6.1825,-10396.62,-6840.46,-1368.09,3,4,40494.74
HCLTECH26JUNFUT,0.1,0.001,2.0,0.2,0.5,1.5,0.5,-2.3994,5.8875,-23096.93,-20604.37,-4120.87,3,4,38349.33
HCLTECH26JUNFUT,0.1,0.001,2.0,0.2,0.5,1.5,0.6,-3.5151,5.4425,-27384.14,-25162.15,-5032.43,3,4,38187.08
HCLTECH26JUNFUT,0.1,0.001,2.0,0.2,0.5,2.0,0.4,-14.5446,6.5975,-40022.98,-48318.3,-9663.66,2,4,28629.7
HCLTECH26JUNFUT,0.1,0.001,2.0,0.2,0.5,2.0,0.5,-13.8005,6.735,-23876.89,-32100.24,-6420.05,2,4,31173.87
HCLTECH26JUNFUT,0.1,0.001,2.0,0.2,0.5,2.0,0.6,-21.5435,6.8725,-19048.52,-28294.92,-5658.98,2,4,31701.76
HCLTECH26JUNFUT,0.1,0.001,2.0,0.2,1.0,1.0,0.4,1.4032,0.7975,-4617.95,-7591.41,-1518.28,2,4,31484.08
HCLTECH26JUNFUT,0.1,0.001,2.0,0.2,1.0,1.0,0.5,2.3976,1.2875,6780.49,4350.45,870.09,2,4,31922.16
HCLTECH26JUNFUT,0.1,0.001,2.0,0.2,1.0,1.0,0.6,5.3574,1.315,1510.12,880.02,176.0,2,4,33898.22
HCLTECH26JUNFUT,0.1,0.001,2.0,0.2,1.0,1.5,0.4,-1.8118,6.2,-9369.74,-5813.57,-1162.71,3,4,40352.38
HCLTECH26JUNFUT,0.1,0.001,2.0,0.2,1.0,1.5,0.5,-2.3837,5.8975,-23044.96,-20548.4,-4109.68,3,4,38353.88
HCLTECH26JUNFUT,0.1,0.001,2.0,0.2,1.0,1.5,0.6,-3.515,5.4425,-27376.15,-25154.15,-5030.83,3,4,38189.52
HCLTECH26JUNFUT,0.1,0.001,2.0,0.2,1.0,2.0,0.4,-14.5889,6.5725,-40702.3,-48997.62,-9799.52,2,4,28034.68
HCLTECH26JUNFUT,0.1,0.001,2.0,0.2,1.0,2.0,0.5,-13.8229,6.705,-25129.84,-33353.19,-6670.64,2,4,30786.23
HCLTECH26JUNFUT,0.1,0.001,2.0,0.2,1.0,2.0,0.6,-21.5452,6.8725,-19052.52,-28298.92,-5659.78,2,4,31701.53
HCLTECH26JUNFUT,0.1,0.001,2.0,0.3,0.3,1.0,0.4,1.4306,0.8175,-802.18,-3771.64,-754.33,2,4,32690.75
HCLTECH26JUNFUT,0.1,0.001,2.0,0.3,0.3,1.0,0.5,2.3976,1.29,6792.5,4362.45,872.49,2,4,31918.55
HCLTECH26JUNFUT,0.1,0.001,2.0,0.3,0.3,1.0,0.6,5.3574,1.315,1514.13,884.03,176.81,2,4,33896.96
HCLTECH26JUNFUT,0.1,0.001,2.0,0.3,0.3,1.5,0.4,-1.5325,6.275,-9604.4,-6056.23,-1211.25,3,4,40530.49
HCLTECH26JUNFUT,0.1,0.001,2.0,0.3,0.3,1.5,0.5,-2.4761,5.8225,-23406.53,-20917.96,-4183.59,3,4,38363.11
HCLTECH26JUNFUT,0.1,0.001,2.0,0.3,0.3,1.5,0.6,-3.4035,5.4425,-27388.14,-25006.3,-5001.26,3,4,38193.1
HCLTECH26JUNFUT,0.1,0.001,2.0,0.3,0.3,2.0,0.4,-13.4758,6.61,-40639.53,-48351.16,-9670.23,2,4,28776.76
HCLTECH26JUNFUT,0.1,0.001,2.0,0.3,0.3,2.0,0.5,-13.077,6.7375,-27873.42,-35525.07,-7105.01,2,4,30580.88
HCLTECH26JUNFUT,0.1,0.001,2.0,0.3,0.3,2.0,0.6,-21.5418,6.8725,-19044.52,-28290.92,-5658.18,2,4,31699.51
HCLTECH26JUNFUT,0.1,0.001,2.0,0.3,0.5,1.0,0.4,1.4032,0.7975,-4621.95,-7595.41,-1519.08,2,4,31487.87
HCLTECH26JUNFUT,0.1,0.001,2.0,0.3,0.5,1.0,0.5,2.3975,1.2875,6776.5,4346.45,869.29,2,4,31920.84
HCLTECH26JUNFUT,0.1,0.001,2.0,0.3,0.5,1.0,0.6,5.3574,1.315,1506.12,876.03,175.21,2,4,33896.95
HCLTECH26JUNFUT,0.1,0.001,2.0,0.3,0.5,1.5,0.4,-1.8124,6.1825,-10396.62,-6840.46,-1368.09,3,4,40494.74
HCLTECH26JUNFUT,0.1,0.001,2.0,0.3,0.5,1.5,0.5,-2.3994,5.8875,-23096.93,-20604.37,-4120.87,3,4,38349.33
HCLTECH26JUNFUT,0.1,0.001,2.0,0.3,0.5,1.5,0.6,-3.5151,5.4425,-27384.14,-25162.15,-5032.43,3,4,38187.08
HCLTECH26JUNFUT,0.1,0.001,2.0,0.3,0.5,2.0,0.4,-14.5446,6.5975,-40022.98,-48318.3,-9663.66,2,4,28629.7
HCLTECH26JUNFUT,0.1,0.001,2.0,0.3,0.5,2.0,0.5,-13.8005,6.735,-23876.89,-32100.24,-6420.05,2,4,31173.87
HCLTECH26JUNFUT,0.1,0.001,2.0,0.3,0.5,2.0,0.6,-21.5435,6.8725,-19048.52,-28294.92,-5658.98,2,4,31701.76
HCLTECH26JUNFUT,0.1,0.001,2.0,0.3,1.0,1.0,0.4,1.4032,0.7975,-4617.95,-7591.41,-1518.28,2,4,31484.08
HCLTECH26JUNFUT,0.1,0.001,2.0,0.3,1.0,1.0,0.5,2.3976,1.2875,6780.49,4350.45,870.09,2,4,31922.16
HCLTECH26JUNFUT,0.1,0.001,2.0,0.3,1.0,1.0,0.6,5.3574,1.315,1510.12,880.02,176.0,2,4,33898.22
HCLTECH26JUNFUT,0.1,0.001,2.0,0.3,1.0,1.5,0.4,-1.8108,6.2,-9365.74,-5809.58,-1161.92,3,4,40352.16
HCLTECH26JUNFUT,0.1,0.001,2.0,0.3,1.0,1.5,0.5,-2.3827,5.8975,-23040.96,-20544.4,-4108.88,3,4,38353.73
HCLTECH26JUNFUT,0.1,0.001,2.0,0.3,1.0,1.5,0.6,-3.515,5.4425,-27376.15,-25154.15,-5030.83,3,4,38189.52
HCLTECH26JUNFUT,0.1,0.001,2.0,0.3,1.0,2.0,0.4,-14.5889,6.5725,-40702.3,-48997.62,-9799.52,2,4,28034.68
HCLTECH26JUNFUT,0.1,0.001,2.0,0.3,1.0,2.0,0.5,-13.8229,6.705,-25129.84,-33353.19,-6670.64,2,4,30786.23
HCLTECH26JUNFUT,0.1,0.001,2.0,0.3,1.0,2.0,0.6,-21.5452,6.8725,-19052.52,-28298.92,-5659.78,2,4,31701.53
HCLTECH26JUNFUT,0.1,0.001,2.0,0.5,0.3,1.0,0.4,1.4306,0.8175,-802.18,-3771.64,-754.33,2,4,32690.75
HCLTECH26JUNFUT,0.1,0.001,2.0,0.5,0.3,1.0,0.5,2.3976,1.29,6792.5,4362.45,872.49,2,4,31918.55
HCLTECH26JUNFUT,0.1,0.001,2.0,0.5,0.3,1.0,0.6,5.3574,1.315,1514.13,884.03,176.81,2,4,33896.96
HCLTECH26JUNFUT,0.1,0.001,2.0,0.5,0.3,1.5,0.4,-1.5325,6.275,-9604.4,-6056.23,-1211.25,3,4,40530.49
